Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OperatorSkillScore,RequiredSkillByRole,Name,Email,Phone Number,Skills
55,No,Non-Travel,1481,Maintenance,24,2,Logistics,1,755,1,Male,75,1,1,Cold Storage Supervisor,4,Single,59238,8499,0,Yes,23,1,3,1,12,1,1,16,15,0,7,0.682962137,0.4,Rohit Patel,rohit.patel148@example.com,920000000000.0,
20,No,Rarely,1487,Logistics,9,2,Dairy Science,1,756,4,Male,109,1,3,Dairy Quality Analyst,1,Divorced,66025,16767,3,No,13,3,3,2,21,2,2,9,2,4,10,0.204556053,0.55,Pooja Rana,pooja.rana880@example.com,919000000000.0,
27,No,Rarely,530,Quality Control,4,2,Mechanical Engineering,1,757,1,Male,67,1,3,Farm Liaison Officer,4,Married,79886,13337,7,No,19,4,1,2,22,5,3,1,4,12,4,0.760736942,0.3,Priya Gandhi,priya.gandhi828@example.com,919000000000.0,
54,No,Rarely,1405,Quality Control,17,1,Biotechnology,1,758,3,Male,146,2,4,Dairy Lab Technician,2,Single,43563,17819,2,Yes,17,1,1,0,35,2,4,2,16,2,15,0.54469093,0.55,Amit Mehta,amit.mehta543@example.com,919000000000.0,
34,No,Frequently,1092,Maintenance,17,2,Mechanical Engineering,1,759,1,Female,138,3,2,Maintenance Engineer,2,Divorced,23712,17784,9,No,17,4,3,2,9,0,3,12,0,10,7,0.564521753,0.6,Karan Patel,karan.patel500@example.com,918000000000.0,
41,No,Frequently,887,Quality Control,48,3,Biotechnology,1,760,3,Male,105,1,1,Milk Processing Operator,4,Married,114067,7311,1,No,19,3,1,0,16,0,2,16,8,11,15,0.873220582,0.45,Sneha Malhotra,sneha.malhotra171@example.com,918000000000.0,
33,No,Rarely,226,Maintenance,30,2,Dairy Science,1,761,3,Male,80,1,2,Milk Processing Operator,1,Divorced,65489,13452,6,No,15,1,3,1,29,3,4,26,16,6,3,0.399122811,0.45,Ankit Gandhi,ankit.gandhi67@example.com,918000000000.0,
45,No,Non-Travel,1499,Farm Operations,40,2,Dairy Science,1,762,2,Female,108,4,3,Maintenance Engineer,2,Divorced,52664,16574,3,No,17,4,3,1,12,5,1,2,12,0,5,0.733156392,0.6,Priya Mehta,priya.mehta588@example.com,918000000000.0,
47,No,Rarely,498,Logistics,11,4,Dairy Science,1,763,1,Male,51,4,3,Dairy Quality Analyst,3,Divorced,32420,17952,5,No,18,3,3,2,29,4,4,9,14,8,7,0.602343372,0.55,Pooja Bose,pooja.bose431@example.com,917000000000.0,
42,Yes,Rarely,1156,Production,21,3,Mechanical Engineering,1,764,1,Female,146,1,2,Dairy Quality Analyst,4,Single,74610,4500,4,No,14,4,4,2,29,2,3,27,7,13,8,0.690558923,0.55,Meera Nair,meera.nair710@example.com,920000000000.0,
33,No,Rarely,998,Logistics,21,2,Food Technology,1,765,1,Female,88,4,2,Maintenance Engineer,2,Married,25315,16718,1,Yes,10,2,2,0,6,0,3,7,7,1,12,0.492472216,0.6,Riya Patel,riya.patel107@example.com,916000000000.0,
43,No,Rarely,1314,Maintenance,18,2,Mechanical Engineering,1,766,4,Female,110,4,4,Dairy Quality Analyst,2,Single,90917,4829,9,Yes,10,2,1,2,9,4,3,3,1,7,16,0.395445277,0.55,Dev Pillai,dev.pillai612@example.com,919000000000.0,
21,No,Rarely,679,Maintenance,29,2,Mechanical Engineering,1,767,2,Female,112,4,2,Maintenance Engineer,2,Married,95033,2047,1,Yes,11,3,1,2,34,1,1,12,9,9,8,0.582288167,0.6,Kavya Pillai,kavya.pillai509@example.com,919000000000.0,
45,No,Frequently,772,Logistics,24,1,Logistics,1,768,2,Male,145,2,2,Logistics & Supply Chain Coordinator,3,Married,114576,4364,8,No,11,3,3,2,1,4,3,28,4,3,12,0.462458802,0.35,Pooja Malhotra,pooja.malhotra86@example.com,920000000000.0,
33,No,Non-Travel,657,Maintenance,10,2,Logistics,1,769,2,Male,67,1,4,Cold Storage Supervisor,3,Single,117911,14864,9,No,14,4,4,1,29,2,2,6,15,5,8,0.356037825,0.4,Sneha Patel,sneha.patel666@example.com,918000000000.0,
26,No,Frequently,564,Quality Control,45,4,Mechanical Engineering,1,770,4,Female,66,1,2,Dairy Lab Technician,3,Single,99030,10177,1,No,16,3,4,2,18,5,1,6,18,8,5,0.787465304,0.55,Rohit Rana,rohit.rana376@example.com,919000000000.0,
22,No,Rarely,1058,Quality Control,17,3,Biotechnology,1,771,1,Female,147,4,3,Cheese Production Technician,1,Married,83910,15347,7,No,16,2,1,2,38,3,4,15,0,6,9,0.533082117,0.5,Pooja Gandhi,pooja.gandhi379@example.com,918000000000.0,
42,No,Rarely,550,Maintenance,18,3,Logistics,1,772,1,Male,88,2,2,Packaging Machine Operator,4,Married,117288,9931,7,No,24,2,3,1,36,2,3,26,12,14,4,0.793121019,0.4,Meera Joshi,meera.joshi126@example.com,919000000000.0,
37,No,Rarely,452,Maintenance,42,2,Mechanical Engineering,1,773,1,Female,120,4,1,Cold Storage Supervisor,1,Married,80972,14841,0,No,13,1,1,1,2,5,2,4,3,7,6,0.531822108,0.4,Meera Kapoor,meera.kapoor483@example.com,920000000000.0,
57,No,Rarely,980,Quality Control,48,2,Food Technology,1,774,2,Female,103,2,3,Cheese Production Technician,3,Divorced,110893,13844,0,No,22,4,3,1,24,0,2,27,6,14,10,0.589758388,0.5,Dev Iyer,dev.iyer956@example.com,918000000000.0,
54,No,Frequently,1002,Maintenance,20,2,Biotechnology,1,775,2,Female,148,1,4,Packaging Machine Operator,4,Married,75919,10594,3,Yes,13,3,3,1,33,0,1,16,0,6,8,0.896696169,0.4,Vivek Bose,vivek.bose701@example.com,919000000000.0,
34,No,Rarely,1211,Maintenance,37,3,Dairy Science,1,776,3,Male,143,4,3,Milk Processing Operator,1,Single,102486,15418,1,No,23,3,2,2,21,4,2,9,1,1,9,0.866052948,0.45,Arjun Trivedi,arjun.trivedi431@example.com,917000000000.0,
44,No,Frequently,658,Logistics,45,3,Mechanical Engineering,1,777,4,Female,125,1,4,Cold Storage Supervisor,1,Single,101288,4086,0,No,23,3,3,2,37,2,1,3,15,8,10,0.390182909,0.4,Rohit Gandhi,rohit.gandhi557@example.com,919000000000.0,
56,Yes,Non-Travel,1116,Production,18,1,Mechanical Engineering,1,778,4,Male,84,2,1,Farm Liaison Officer,1,Single,24132,12419,8,Yes,20,4,2,2,13,0,1,22,13,14,2,0.808058771,0.3,Arjun Sharma,arjun.sharma115@example.com,917000000000.0,
47,Yes,Rarely,698,Quality Control,17,4,Biotechnology,1,779,2,Male,60,3,1,Cold Storage Supervisor,3,Married,61598,13602,2,No,24,2,1,0,38,1,1,13,4,0,7,0.473282439,0.4,Arjun Bose,arjun.bose900@example.com,916000000000.0,
29,No,Non-Travel,1149,Logistics,9,1,Logistics,1,780,3,Male,110,2,3,Dairy Quality Analyst,2,Married,113812,13182,0,No,19,3,1,1,1,1,4,4,13,13,16,0.249874117,0.55,Pooja Iyer,pooja.iyer957@example.com,919000000000.0,
58,No,Frequently,707,Production,14,4,Logistics,1,781,1,Female,93,3,2,Cheese Production Technician,4,Divorced,40551,14835,1,Yes,12,3,4,2,31,3,4,1,16,1,6,0.60304671,0.5,Priya Iyer,priya.iyer572@example.com,916000000000.0,
36,No,Frequently,700,Maintenance,49,1,Logistics,1,782,2,Female,117,1,3,Dairy Quality Analyst,3,Divorced,112511,19533,7,Yes,20,2,2,2,2,4,2,13,11,2,11,0.883936302,0.55,Pooja Gandhi,pooja.gandhi49@example.com,918000000000.0,
58,No,Frequently,1002,Maintenance,29,3,Dairy Science,1,783,4,Male,74,1,3,Milk Processing Operator,4,Single,88206,18446,4,Yes,11,3,1,2,7,0,4,23,19,2,15,0.882019581,0.45,Priya Mehta,priya.mehta933@example.com,916000000000.0,
41,No,Rarely,797,Logistics,31,1,Biotechnology,1,784,4,Male,97,4,1,Dairy Lab Technician,3,Divorced,94900,5153,6,No,12,1,2,1,25,3,1,17,11,13,14,0.288525765,0.55,Amit Kapoor,amit.kapoor548@example.com,917000000000.0,
45,No,Rarely,365,Maintenance,4,4,Biotechnology,1,785,4,Male,81,3,4,Milk Processing Operator,1,Divorced,46296,11200,5,No,17,2,1,1,31,1,1,26,2,9,12,0.739865667,0.45,Ankit Bose,ankit.bose870@example.com,916000000000.0,
44,Yes,Rarely,661,Farm Operations,18,2,Logistics,1,786,1,Female,133,2,3,Dairy Quality Analyst,1,Single,110216,12223,0,No,24,2,2,1,10,3,4,23,1,3,17,0.761983131,0.55,Priya Trivedi,priya.trivedi285@example.com,917000000000.0,
36,No,Rarely,1119,Logistics,20,4,Logistics,1,787,4,Female,144,1,2,Dairy Quality Analyst,2,Married,38066,12273,5,No,10,2,2,2,0,3,2,28,14,4,17,0.458121349,0.55,Priya Kapoor,priya.kapoor871@example.com,918000000000.0,
32,No,Frequently,313,Production,47,2,Food Technology,1,788,1,Male,53,3,1,Cheese Production Technician,2,Divorced,48892,2751,6,No,13,1,3,1,14,0,1,10,10,5,4,0.661016627,0.5,Sahil Sharma,sahil.sharma419@example.com,917000000000.0,
39,No,Rarely,1191,Logistics,43,3,Food Technology,1,789,1,Male,87,2,3,Logistics & Supply Chain Coordinator,4,Married,95577,10849,3,No,16,2,1,2,3,0,4,15,9,0,13,0.541711635,0.35,Riya Mehta,riya.mehta621@example.com,919000000000.0,
44,No,Non-Travel,406,Quality Control,44,4,Mechanical Engineering,1,790,1,Female,112,3,3,Dairy Quality Analyst,2,Single,94590,19084,7,No,14,4,4,0,3,0,3,17,17,13,10,0.359525168,0.55,Nisha Mehta,nisha.mehta750@example.com,916000000000.0,
23,No,Frequently,1458,Logistics,9,1,Mechanical Engineering,1,791,2,Male,96,2,2,Dairy Quality Analyst,2,Single,97173,18220,7,No,11,4,3,1,27,4,2,26,1,12,2,0.732884997,0.55,Nisha Nair,nisha.nair391@example.com,918000000000.0,
29,No,Rarely,714,Maintenance,13,4,Biotechnology,1,792,1,Female,50,2,3,Dairy Lab Technician,4,Divorced,96293,12348,6,No,10,4,4,1,9,3,2,15,6,7,16,0.383926895,0.55,Riya Mehta,riya.mehta267@example.com,918000000000.0,
22,No,Rarely,1431,Maintenance,15,2,Biotechnology,1,793,3,Female,52,2,3,Cold Storage Supervisor,3,Single,84771,19924,1,No,15,2,2,2,10,3,2,20,6,5,11,0.438313427,0.4,Kavya Nair,kavya.nair602@example.com,919000000000.0,
37,No,Non-Travel,908,Farm Operations,27,3,Dairy Science,1,794,4,Male,135,2,3,Cold Storage Supervisor,2,Single,47484,8167,5,No,22,2,3,1,22,4,3,3,6,9,2,0.333012883,0.4,Riya Trivedi,riya.trivedi258@example.com,917000000000.0,
55,No,Non-Travel,1348,Farm Operations,15,1,Dairy Science,1,795,2,Male,111,3,3,Dairy Quality Analyst,3,Single,97865,8364,5,No,22,2,2,1,2,1,1,0,13,8,1,0.703489913,0.55,Ankit Desai,ankit.desai41@example.com,917000000000.0,
41,No,Frequently,337,Farm Operations,28,4,Food Technology,1,796,4,Female,113,3,2,Milk Processing Operator,1,Divorced,119074,3983,6,Yes,14,1,1,2,38,2,2,13,1,4,3,0.521106838,0.45,Pooja Gandhi,pooja.gandhi737@example.com,916000000000.0,
53,No,Rarely,538,Production,37,2,Mechanical Engineering,1,797,1,Female,66,4,3,Dairy Lab Technician,2,Divorced,47115,16629,5,Yes,12,4,1,2,38,1,4,11,1,6,17,0.510361278,0.55,Pooja Sharma,pooja.sharma475@example.com,916000000000.0,
27,No,Rarely,736,Farm Operations,19,1,Food Technology,1,798,2,Female,127,3,3,Milk Processing Operator,1,Divorced,46038,18288,1,No,20,3,4,2,16,4,2,23,14,10,19,0.623194007,0.45,Arjun Malhotra,arjun.malhotra82@example.com,918000000000.0,
59,No,Rarely,267,Production,26,3,Food Technology,1,799,3,Female,111,3,3,Packaging Machine Operator,1,Single,56622,13273,7,Yes,20,3,1,0,21,3,4,9,10,3,13,0.310084413,0.4,Priya Gandhi,priya.gandhi911@example.com,920000000000.0,
38,No,Rarely,582,Farm Operations,26,1,Mechanical Engineering,1,800,1,Female,84,4,1,Logistics & Supply Chain Coordinator,3,Married,55886,9648,3,No,24,2,4,2,26,3,2,27,9,5,7,0.828707723,0.35,Sneha Patel,sneha.patel242@example.com,919000000000.0,
56,No,Frequently,218,Production,25,3,Dairy Science,1,801,4,Male,62,3,2,Cold Storage Supervisor,4,Single,71284,9894,8,No,20,1,2,1,15,0,4,18,2,5,1,0.525576269,0.4,Dev Mehta,dev.mehta707@example.com,916000000000.0,
25,No,Frequently,882,Logistics,26,1,Mechanical Engineering,1,802,3,Female,84,2,1,Cold Storage Supervisor,2,Divorced,29901,15305,7,Yes,18,2,3,0,15,0,4,28,16,12,18,0.456568801,0.4,Nisha Kapoor,nisha.kapoor768@example.com,919000000000.0,
45,Yes,Frequently,273,Logistics,26,4,Logistics,1,803,1,Female,92,1,1,Dairy Lab Technician,3,Married,76377,14925,2,Yes,12,3,1,2,39,3,4,3,8,3,9,0.288683426,0.55,Amit Rana,amit.rana192@example.com,919000000000.0,
53,No,Non-Travel,772,Maintenance,46,2,Logistics,1,804,3,Female,51,1,2,Maintenance Engineer,4,Married,102910,12327,2,Yes,11,4,2,0,2,3,3,19,14,5,4,0.317567943,0.6,Kavya Sharma,kavya.sharma80@example.com,919000000000.0,
25,No,Frequently,1138,Production,28,4,Logistics,1,805,1,Male,105,4,1,Milk Processing Operator,1,Divorced,69862,13411,7,Yes,14,3,3,0,32,5,3,20,13,7,10,0.84425222,0.45,Arjun Mehta,arjun.mehta494@example.com,918000000000.0,
56,No,Rarely,1499,Quality Control,49,4,Biotechnology,1,806,2,Male,126,3,1,Dairy Lab Technician,2,Married,52806,8900,1,No,18,4,2,1,1,0,3,2,18,10,8,0.519631923,0.55,Dev Desai,dev.desai101@example.com,916000000000.0,
52,No,Rarely,1271,Maintenance,18,3,Dairy Science,1,807,1,Female,100,3,1,Cheese Production Technician,1,Married,37659,18137,8,No,17,4,4,0,38,0,1,24,16,4,15,0.705528744,0.5,Dev Iyer,dev.iyer248@example.com,919000000000.0,
41,No,Non-Travel,410,Logistics,32,3,Dairy Science,1,808,2,Female,103,4,2,Maintenance Engineer,1,Divorced,43453,5800,3,No,15,1,2,2,26,1,4,3,19,1,4,0.256361447,0.6,Nisha Kapoor,nisha.kapoor803@example.com,919000000000.0,
40,No,Rarely,1054,Production,3,3,Biotechnology,1,809,1,Male,65,1,3,Farm Liaison Officer,2,Married,50498,4478,5,No,12,3,4,0,14,3,1,29,16,8,14,0.650425181,0.3,Rohit Kapoor,rohit.kapoor569@example.com,918000000000.0,
25,No,Non-Travel,850,Farm Operations,2,4,Food Technology,1,810,1,Male,67,2,4,Milk Processing Operator,4,Married,90393,11967,2,No,15,2,4,0,6,3,3,25,15,10,13,0.845063435,0.45,Nisha Gandhi,nisha.gandhi685@example.com,919000000000.0,
25,Yes,Non-Travel,1193,Quality Control,33,1,Logistics,1,811,4,Male,56,3,4,Maintenance Engineer,4,Divorced,36312,12158,2,No,14,1,1,1,8,4,4,14,19,3,8,0.409974416,0.6,Rohit Reddy,rohit.reddy742@example.com,917000000000.0,
23,No,Rarely,894,Logistics,42,1,Logistics,1,812,3,Male,94,4,2,Dairy Lab Technician,2,Married,21436,9054,2,No,10,4,4,1,5,1,1,10,7,3,19,0.60539835,0.55,Arjun Sharma,arjun.sharma474@example.com,918000000000.0,
49,No,Frequently,739,Maintenance,19,4,Food Technology,1,813,3,Female,85,2,4,Cheese Production Technician,2,Married,47569,8059,9,No,14,3,4,2,11,2,3,15,6,10,4,0.858153373,0.5,Arjun Kapoor,arjun.kapoor213@example.com,918000000000.0,
30,No,Non-Travel,1414,Production,17,4,Mechanical Engineering,1,814,3,Male,90,4,2,Logistics & Supply Chain Coordinator,3,Married,78813,11959,1,Yes,23,2,2,1,29,2,1,26,11,6,14,0.703525788,0.35,Vivek Desai,vivek.desai563@example.com,916000000000.0,
49,No,Frequently,1100,Quality Control,44,2,Mechanical Engineering,1,815,1,Female,143,4,2,Maintenance Engineer,3,Married,110485,14007,7,Yes,16,1,4,2,19,2,1,3,0,9,8,0.243627852,0.6,Kavya Malhotra,kavya.malhotra889@example.com,918000000000.0,
50,No,Non-Travel,979,Production,33,3,Dairy Science,1,816,1,Female,91,4,4,Logistics & Supply Chain Coordinator,1,Divorced,93229,10433,8,Yes,18,2,4,2,19,5,3,5,11,13,3,0.465116003,0.35,Pooja Joshi,pooja.joshi721@example.com,918000000000.0,
43,No,Non-Travel,1336,Farm Operations,12,3,Biotechnology,1,817,1,Male,56,1,1,Dairy Quality Analyst,2,Single,65986,8209,7,Yes,21,3,2,1,26,0,4,7,5,9,3,0.260040929,0.55,Sahil Trivedi,sahil.trivedi992@example.com,917000000000.0,
28,Yes,Rarely,369,Maintenance,49,4,Dairy Science,1,818,2,Male,64,1,3,Cold Storage Supervisor,4,Single,73177,9115,9,No,24,2,3,0,19,2,2,12,15,5,19,0.802922317,0.4,Karan Mehta,karan.mehta484@example.com,918000000000.0,
22,No,Rarely,1237,Production,3,4,Mechanical Engineering,1,819,2,Male,109,4,4,Packaging Machine Operator,1,Married,29305,15068,2,Yes,10,1,1,1,6,4,2,22,17,13,6,0.635163891,0.4,Vivek Nair,vivek.nair789@example.com,917000000000.0,
50,No,Non-Travel,487,Logistics,43,1,Food Technology,1,820,4,Male,89,3,4,Cold Storage Supervisor,1,Divorced,52646,5368,6,No,12,2,2,0,39,0,1,19,18,3,14,0.869467221,0.4,Priya Iyer,priya.iyer905@example.com,917000000000.0,
59,No,Frequently,388,Maintenance,49,4,Dairy Science,1,821,1,Female,132,2,4,Farm Liaison Officer,1,Divorced,112838,18128,9,No,17,3,4,0,39,0,1,3,2,5,16,0.21382943,0.3,Karan Mehta,karan.mehta789@example.com,918000000000.0,
56,No,Rarely,1113,Logistics,26,1,Logistics,1,822,3,Female,86,3,4,Cheese Production Technician,1,Married,96126,4827,1,No,15,1,2,2,29,2,1,4,2,2,17,0.496161159,0.5,Rohit Trivedi,rohit.trivedi955@example.com,919000000000.0,
55,No,Rarely,1378,Production,35,4,Logistics,1,823,3,Female,115,1,2,Logistics & Supply Chain Coordinator,4,Single,60430,17990,3,No,22,4,3,2,7,0,4,9,4,6,6,0.27305487,0.35,Vivek Reddy,vivek.reddy232@example.com,918000000000.0,
43,No,Frequently,893,Maintenance,8,2,Food Technology,1,824,4,Male,104,2,2,Dairy Lab Technician,1,Married,88659,4487,5,Yes,14,1,2,1,1,1,1,4,2,5,18,0.445341476,0.55,Arjun Desai,arjun.desai790@example.com,920000000000.0,
50,No,Non-Travel,1087,Logistics,36,2,Mechanical Engineering,1,825,3,Female,126,4,3,Logistics & Supply Chain Coordinator,2,Divorced,24158,15347,4,No,22,3,2,0,13,1,1,11,18,2,9,0.313320776,0.35,Rohit Sharma,rohit.sharma960@example.com,919000000000.0,
25,Yes,Non-Travel,670,Farm Operations,7,1,Logistics,1,826,4,Male,144,3,3,Dairy Lab Technician,3,Divorced,94236,18277,8,Yes,19,2,2,1,9,2,1,0,4,0,12,0.430155632,0.55,Karan Malhotra,karan.malhotra14@example.com,917000000000.0,
21,No,Frequently,1298,Farm Operations,46,3,Logistics,1,827,1,Female,129,3,4,Dairy Lab Technician,4,Single,96067,3643,9,No,11,4,2,2,17,4,3,28,13,11,1,0.773483403,0.55,Nisha Desai,nisha.desai276@example.com,920000000000.0,
39,No,Rarely,476,Production,46,2,Biotechnology,1,828,3,Male,105,4,4,Farm Liaison Officer,2,Divorced,47738,19596,3,No,12,4,4,0,17,0,2,23,15,9,19,0.312489529,0.3,Kavya Kapoor,kavya.kapoor25@example.com,919000000000.0,
47,No,Rarely,1139,Maintenance,36,1,Dairy Science,1,829,1,Female,93,3,4,Maintenance Engineer,2,Divorced,29879,2019,4,No,21,2,2,1,15,3,2,9,0,4,10,0.53156533,0.6,Kavya Bose,kavya.bose470@example.com,917000000000.0,
30,No,Non-Travel,770,Quality Control,16,4,Mechanical Engineering,1,830,2,Female,106,1,3,Cold Storage Supervisor,2,Divorced,25543,2675,3,No,11,3,3,1,4,2,3,28,16,9,4,0.845108194,0.4,Amit Reddy,amit.reddy542@example.com,919000000000.0,
23,Yes,Rarely,1056,Maintenance,24,4,Dairy Science,1,831,3,Male,55,4,4,Dairy Quality Analyst,3,Single,67924,18992,7,No,10,1,2,2,30,5,4,4,10,1,5,0.899145501,0.55,Vivek Iyer,vivek.iyer116@example.com,917000000000.0,
34,No,Rarely,1200,Farm Operations,1,1,Mechanical Engineering,1,832,2,Female,141,3,1,Logistics & Supply Chain Coordinator,3,Divorced,62348,18445,7,Yes,16,3,2,2,36,0,4,18,8,6,2,0.375448783,0.35,Pooja Reddy,pooja.reddy641@example.com,918000000000.0,
25,Yes,Rarely,1405,Logistics,49,3,Logistics,1,833,3,Female,81,4,3,Maintenance Engineer,3,Married,104117,11457,2,Yes,23,4,4,2,19,2,4,18,3,12,0,0.85489772,0.6,Nisha Patel,nisha.patel698@example.com,917000000000.0,
49,No,Frequently,657,Quality Control,25,1,Biotechnology,1,834,1,Male,123,2,1,Dairy Quality Analyst,2,Single,56679,3154,0,No,12,1,4,2,22,2,3,19,1,6,2,0.382972077,0.55,Karan Mehta,karan.mehta882@example.com,920000000000.0,
57,No,Non-Travel,1117,Production,10,1,Dairy Science,1,835,4,Male,67,4,4,Cheese Production Technician,3,Married,99118,11820,5,No,16,1,2,1,31,4,2,11,8,3,2,0.489469949,0.5,Amit Reddy,amit.reddy359@example.com,917000000000.0,
21,No,Rarely,1032,Quality Control,16,2,Logistics,1,836,1,Male,117,3,2,Packaging Machine Operator,1,Married,63888,11818,1,No,21,2,4,2,16,3,2,22,4,5,3,0.814546529,0.4,Ankit Trivedi,ankit.trivedi869@example.com,919000000000.0,
34,No,Rarely,1287,Production,16,1,Mechanical Engineering,1,837,1,Male,122,1,1,Logistics & Supply Chain Coordinator,3,Single,50276,5716,1,Yes,16,3,4,2,12,0,1,15,3,0,6,0.750323273,0.35,Kavya Mehta,kavya.mehta63@example.com,920000000000.0,
30,Yes,Frequently,1038,Quality Control,8,1,Dairy Science,1,838,1,Male,56,4,3,Farm Liaison Officer,4,Married,24799,7242,2,No,17,1,2,1,12,2,2,4,4,1,14,0.80024129,0.3,Pooja Pillai,pooja.pillai504@example.com,917000000000.0,
27,No,Non-Travel,1483,Production,29,4,Dairy Science,1,839,3,Female,57,4,1,Dairy Quality Analyst,2,Single,110627,7022,7,No,10,2,4,1,16,2,4,16,17,14,10,0.760179676,0.55,Ankit Iyer,ankit.iyer871@example.com,919000000000.0,
45,No,Rarely,392,Production,39,2,Logistics,1,840,4,Male,113,3,3,Dairy Lab Technician,2,Married,113770,19826,2,No,14,3,1,0,14,0,4,13,12,5,17,0.364542704,0.55,Arjun Reddy,arjun.reddy555@example.com,916000000000.0,
24,No,Rarely,815,Quality Control,28,4,Dairy Science,1,841,2,Female,56,1,4,Maintenance Engineer,1,Single,110141,3653,6,No,19,4,1,1,25,2,1,11,4,1,11,0.591156581,0.6,Sneha Kapoor,sneha.kapoor861@example.com,917000000000.0,
25,No,Rarely,605,Quality Control,6,4,Biotechnology,1,842,1,Female,90,1,1,Cold Storage Supervisor,3,Divorced,80558,4502,9,No,18,4,1,0,27,2,1,12,18,11,3,0.469675503,0.4,Kavya Mehta,kavya.mehta358@example.com,916000000000.0,
45,No,Non-Travel,1142,Production,16,3,Biotechnology,1,843,3,Male,89,2,2,Farm Liaison Officer,3,Divorced,56534,18665,9,Yes,21,3,4,2,29,2,2,20,2,11,10,0.521797678,0.3,Nisha Gandhi,nisha.gandhi144@example.com,917000000000.0,
23,No,Rarely,920,Farm Operations,20,3,Logistics,1,844,2,Female,52,2,1,Logistics & Supply Chain Coordinator,4,Married,51668,16086,8,No,20,1,1,0,34,1,1,13,17,10,5,0.307769411,0.35,Sahil Rana,sahil.rana889@example.com,918000000000.0,
38,Yes,Rarely,292,Quality Control,16,2,Mechanical Engineering,1,845,1,Female,66,3,2,Maintenance Engineer,1,Divorced,24111,5403,7,Yes,16,1,3,0,21,1,1,4,5,3,18,0.421037291,0.6,Priya Rana,priya.rana766@example.com,919000000000.0,
39,Yes,Frequently,629,Maintenance,7,2,Logistics,1,846,2,Male,115,1,3,Farm Liaison Officer,4,Single,44686,3235,0,Yes,10,4,1,2,9,3,3,21,5,3,17,0.800352985,0.3,Kavya Iyer,kavya.iyer264@example.com,918000000000.0,
52,No,Frequently,853,Logistics,41,3,Biotechnology,1,847,1,Female,128,1,4,Packaging Machine Operator,4,Married,92551,15149,6,No,17,4,3,2,10,4,2,29,4,9,14,0.828290887,0.4,Kavya Trivedi,kavya.trivedi4@example.com,919000000000.0,
39,No,Rarely,633,Production,14,3,Food Technology,1,848,2,Male,142,2,4,Logistics & Supply Chain Coordinator,2,Divorced,92392,16396,6,No,12,1,4,2,37,0,4,22,0,8,2,0.627107159,0.35,Pooja Malhotra,pooja.malhotra892@example.com,916000000000.0,
31,No,Non-Travel,1335,Production,43,3,Food Technology,1,849,2,Male,101,2,2,Cheese Production Technician,2,Divorced,36490,16430,7,No,22,3,1,0,32,4,3,4,7,14,16,0.54878708,0.5,Karan Reddy,karan.reddy43@example.com,919000000000.0,
20,No,Rarely,574,Logistics,26,3,Dairy Science,1,850,4,Male,71,3,3,Cold Storage Supervisor,3,Married,55194,19169,9,No,13,4,3,1,5,4,4,28,0,9,0,0.698987782,0.4,Karan Reddy,karan.reddy420@example.com,917000000000.0,
45,No,Frequently,1282,Farm Operations,26,3,Dairy Science,1,851,4,Female,53,1,4,Cheese Production Technician,3,Divorced,34497,15864,4,No,13,1,4,1,36,1,1,26,5,6,1,0.626197275,0.5,Vivek Nair,vivek.nair347@example.com,919000000000.0,
33,No,Rarely,1266,Logistics,14,4,Food Technology,1,852,1,Female,55,4,3,Dairy Quality Analyst,4,Divorced,73516,17506,9,Yes,24,3,1,1,6,3,1,29,19,13,18,0.888572504,0.55,Karan Nair,karan.nair974@example.com,917000000000.0,
57,No,Frequently,406,Quality Control,7,2,Biotechnology,1,853,3,Female,87,2,2,Dairy Quality Analyst,3,Married,108730,13509,8,No,19,2,2,2,11,4,4,17,13,6,8,0.333062155,0.55,Arjun Reddy,arjun.reddy423@example.com,917000000000.0,
56,No,Rarely,979,Logistics,33,4,Dairy Science,1,854,4,Female,75,3,2,Cold Storage Supervisor,4,Divorced,64104,5194,8,Yes,23,3,1,2,6,4,3,13,10,11,7,0.514331308,0.4,Vivek Trivedi,vivek.trivedi448@example.com,920000000000.0,
30,No,Non-Travel,1341,Production,26,4,Logistics,1,855,2,Male,60,1,1,Maintenance Engineer,3,Divorced,25316,6789,7,No,21,1,1,1,1,2,3,17,1,10,11,0.842768352,0.6,Vivek Gandhi,vivek.gandhi149@example.com,919000000000.0,
55,No,Frequently,731,Logistics,45,1,Logistics,1,856,4,Female,139,1,4,Dairy Quality Analyst,3,Divorced,58130,12638,5,No,17,3,1,2,0,0,3,28,3,0,14,0.840315942,0.55,Vivek Malhotra,vivek.malhotra303@example.com,919000000000.0,
32,No,Frequently,1445,Maintenance,20,4,Biotechnology,1,857,4,Male,66,2,4,Milk Processing Operator,2,Divorced,90229,7350,5,No,10,1,2,0,22,3,1,19,12,10,6,0.546742793,0.45,Priya Kapoor,priya.kapoor970@example.com,918000000000.0,
